trial,seed,steps,particles_start,particles_end,adaptive_noise,adaptive_particles,spontaneous_collisions,final_step_rmse,mean_rmse,min_rmse,max_rmse,runtime_s,collision_count,collision_event_count_analyzed,collision_peak_rmse_mean,collision_peak_rmse_median,collision_peak_delta_mean,collision_recovery_time_mean_steps,collision_recovery_time_median_steps,collision_recovery_success_rate,collision_recovery_threshold_mean
0,123,2000,2000,2000,1,0,1,0.13173452019691467,0.03022905699085095,0.00046482402831315994,0.2559966444969177,0.49754902624999886,20.0,20.0,0.14192614872008563,0.13912524282932281,0.10915990983092343,28.0,20.5,0.9,0.07246018945844844
1,124,2000,2000,2000,1,0,1,0.022741010412573814,0.035123800396657315,0.00040952733252197504,0.2409982681274414,0.49754902624999886,17.0,16.0,0.13228253601118922,0.12814385443925858,0.09883092403997579,36.0,30.0,0.9375,0.0720099897752516
2,125,2000,2000,2000,1,0,1,0.01789640262722969,0.03231279684342735,0.0002522103313822299,0.2572070360183716,0.49754902624999886,18.0,18.0,0.1259203055459592,0.0919027179479599,0.09159280737957387,32.5,18.0,1.0,0.07306669894554135
3,126,2000,2000,2000,1,0,1,0.004484131466597319,0.03503323761242791,0.0003749898460227996,0.26249566674232483,0.49754902624999886,21.0,21.0,0.12209996660905224,0.11109863966703415,0.08978694461430202,34.19047619047619,9.0,1.0,0.06732454494573177
4,127,2000,2000,2000,1,0,1,0.05643502250313759,0.029356962543013652,0.00010878577450057492,0.20046834647655487,0.49754902624999886,17.0,17.0,0.11357803686576731,0.1040390133857727,0.09420159655100553,24.75,17.5,0.9411764705882353,0.04638816739542081
5,128,2000,2000,2000,1,0,1,0.02591472864151001,0.05034941716723552,0.00037509616231545806,0.29759711027145386,0.49754902624999886,26.0,26.0,0.16755703650414944,0.14022744446992874,0.11083619722496503,29.24,14.0,0.9615384615384616,0.11720870549002518
6,129,2000,2000,2000,1,0,1,0.01843780092895031,0.04124439128067752,0.0004308059287723154,0.2208547443151474,0.49754902624999886,20.0,20.0,0.1354142941534519,0.1480526179075241,0.08861239489779109,20.94736842105263,7.0,0.95,0.09860747675341555
7,130,2000,2000,2000,1,0,1,0.004599539563059807,0.032313482908459264,0.00019885538495145738,0.1583150178194046,0.49754902624999886,20.0,20.0,0.10660543367266655,0.1193305142223835,0.0807641060615424,23.75,11.5,1.0,0.056372097295708946
