trial,seed,steps,particles_start,particles_end,adaptive_noise,adaptive_particles,spontaneous_collisions,final_step_rmse,mean_rmse,min_rmse,max_rmse,runtime_s,collision_count,collision_event_count_analyzed,collision_peak_rmse_mean,collision_peak_rmse_median,collision_peak_delta_mean,collision_recovery_time_mean_steps,collision_recovery_time_median_steps,collision_recovery_success_rate,collision_recovery_threshold_mean
0,123,2000,2000,2000,1,0,1,0.12907813489437103,0.02965618549702049,0.00020586224854923785,0.2612966299057007,0.4849230933750732,20.0,20.0,0.1443452725186944,0.1356019675731659,0.11041576108887967,34.388888888888886,24.5,0.9,0.07460275035316591
1,124,2000,2000,2000,1,0,1,0.028938554227352142,0.03414704172437632,6.945800851099193e-05,0.23576794564723969,0.4849230933750732,17.0,16.0,0.13283251598477364,0.13049130886793137,0.1017313009371719,37.6,26.0,0.9375,0.06810195653582923
2,125,2000,2000,2000,1,0,1,0.00854917336255312,0.028930269831646,0.0002833070757333189,0.23893971741199493,0.4849230933750732,18.0,18.0,0.11867603069792192,0.0953996516764164,0.08952301702261643,31.0,18.0,1.0,0.0625553859780646
3,126,2000,2000,2000,1,0,1,0.00473623676225543,0.0339683836887707,0.00039252068381756544,0.2579571306705475,0.4849230933750732,21.0,21.0,0.1222727279223147,0.11159756779670715,0.09053365057888663,31.904761904761905,10.0,1.0,0.06577665005411422
4,127,2000,2000,2000,1,0,1,0.062018465250730515,0.030117747287193197,0.00025921789347194135,0.20021317899227142,0.4849230933750732,17.0,17.0,0.11399779271553545,0.10315710306167603,0.09552149854460046,26.9375,19.0,0.9411764705882353,0.044319960623774135
5,128,2000,2000,2000,1,0,1,0.02571132779121399,0.04863423084409442,0.00036651937989518046,0.2902128994464874,0.4849230933750732,26.0,26.0,0.16698016297931856,0.14535251259803772,0.11071652096389488,28.96,10.0,0.9615384615384616,0.11619616472627968
6,129,2000,2000,2000,1,0,1,0.01933794468641281,0.041404862132105334,0.0001787039072951302,0.21835240721702576,0.4849230933750732,20.0,20.0,0.13473507538437843,0.1414010226726532,0.09020114687416936,19.57894736842105,9.0,0.95,0.0948527433378622
7,130,2000,2000,2000,1,0,1,0.004709507804363966,0.032565106654627016,0.0003374451189301908,0.15831634402275085,0.4849230933750732,20.0,20.0,0.10665272250771522,0.12142711877822876,0.08218303614848992,23.6,14.0,1.0,0.053914420603075996
