trial,seed,steps,particles_start,particles_end,adaptive_noise,adaptive_particles,spontaneous_collisions,final_step_rmse,mean_rmse,min_rmse,max_rmse,runtime_s,collision_count,collision_event_count_analyzed,collision_peak_rmse_mean,collision_peak_rmse_median,collision_peak_delta_mean,collision_recovery_time_mean_steps,collision_recovery_time_median_steps,collision_recovery_success_rate,collision_recovery_threshold_mean
0,123,2000,2000,2000,1,0,1,0.10931911319494247,0.024920650855099667,0.00047221817658282816,0.19423575699329376,0.4871235623750181,20.0,20.0,0.12087262086570263,0.12573105469346046,0.09147475313780887,18.61111111111111,16.0,0.9,0.06540640320128296
1,124,2000,2000,2000,1,0,1,0.017056111246347427,0.024990253019772354,0.0003741110267583281,0.19099923968315125,0.4871235623750181,17.0,16.0,0.11086292803520337,0.11869099736213684,0.08713044046344295,29.875,13.0,1.0,0.054830622476874855
2,125,2000,2000,2000,1,0,1,0.0014586299657821655,0.023630865799306774,0.0002743011573329568,0.23298466205596924,0.4871235623750181,18.0,18.0,0.10715393929017915,0.08842433616518974,0.08459740186808631,22.88888888888889,14.5,1.0,0.050089536393061275
3,126,2000,2000,2000,1,0,1,0.004951584152877331,0.027567030176593108,0.0002647646761033684,0.18208906054496765,0.4871235623750181,21.0,21.0,0.10532479835230679,0.10349266231060028,0.07821999121778866,19.571428571428573,9.0,1.0,0.05705361208213228
4,127,2000,2000,2000,1,0,1,0.05085979774594307,0.024234939071538973,0.0002868773299269378,0.17191576957702637,0.4871235623750181,17.0,17.0,0.10330358081880738,0.09870076179504395,0.08692316528793205,20.625,15.0,0.9411764705882353,0.04034756887936965
5,128,2000,2000,2000,1,0,1,0.026204584166407585,0.0331679225993139,0.00020205887267366052,0.2403992861509323,0.4871235623750181,26.0,26.0,0.1303353266647229,0.12414756044745445,0.09253418542642838,18.08,10.0,0.9615384615384616,0.08041258110628963
6,129,2000,2000,2000,1,0,1,0.01894092559814453,0.03378131494254922,0.00016926173702813685,0.19649764895439148,0.4871235623750181,20.0,20.0,0.11998267266899347,0.1358891874551773,0.0839857390880934,17.842105263157894,6.0,0.95,0.07822122622304598
7,130,2000,2000,2000,1,0,1,0.004833277780562639,0.028873365505729453,0.00019791218801401556,0.15829592943191528,0.4871235623750181,20.0,20.0,0.09494085460901261,0.11290783062577248,0.07338871430052676,22.2,8.0,1.0,0.047749101104680454
