trial,seed,steps,particles_start,particles_end,adaptive_noise,adaptive_particles,spontaneous_collisions,final_step_rmse,mean_rmse,min_rmse,max_rmse,runtime_s,collision_count,collision_event_count_analyzed,collision_peak_rmse_mean,collision_peak_rmse_median,collision_peak_delta_mean,collision_recovery_time_mean_steps,collision_recovery_time_median_steps,collision_recovery_success_rate,collision_recovery_threshold_mean
0,123,2000,2000,2000,1,0,1,0.13195477426052094,0.029521587549885226,4.189659739495255e-05,0.24404917657375336,0.5198307152500092,20.0,20.0,0.14029301535338162,0.13816075772047043,0.10902126071094245,29.833333333333332,20.0,0.9,0.06902482168655844
1,124,2000,2000,2000,1,0,1,0.023130172863602638,0.03501194743387168,0.00031920961919240654,0.2415943443775177,0.5198307152500092,17.0,16.0,0.1345928581431508,0.13702108711004257,0.09841526186401098,38.666666666666664,22.0,0.9375,0.07870986471592914
2,125,2000,2000,2000,1,0,1,0.010689894668757915,0.028493797243940206,7.782823377056047e-05,0.23019155859947205,0.5198307152500092,18.0,18.0,0.114866327908304,0.08939522877335548,0.08596399568422283,30.555555555555557,18.0,1.0,0.061629144678720174
3,126,2000,2000,2000,1,0,1,0.003614195855334401,0.035463201276852485,0.00011111226194771007,0.29283440113067627,0.5198307152500092,21.0,21.0,0.12590599295106672,0.11477956175804138,0.09204975023777003,30.80952380952381,10.0,1.0,0.07033624752557703
4,127,2000,2000,2000,1,0,1,0.062251850962638855,0.029388852192249033,0.0001642239367356524,0.20491033792495728,0.5198307152500092,17.0,17.0,0.11420330931158627,0.10368236899375916,0.09478971755101263,25.4375,20.0,0.9411764705882353,0.04630668681881883
5,128,2000,2000,2000,1,0,1,0.024590348824858665,0.04813844441287802,0.0005081589915789664,0.2984825372695923,0.5198307152500092,26.0,26.0,0.16568848189826196,0.145377516746521,0.11353045905035777,29.24,14.0,0.9615384615384616,0.1080493764217513
6,129,2000,2000,2000,1,0,1,0.01906384527683258,0.03961124124479102,0.0001323272445006296,0.21627965569496155,0.5198307152500092,20.0,20.0,0.1305342238396406,0.14697067439556122,0.0884831630476401,21.789473684210527,7.0,0.95,0.08899396130163222
7,130,2000,2000,2000,1,0,1,0.006238968577235937,0.03327622138825245,0.0003522474435158074,0.15831567347049713,0.5198307152500092,20.0,20.0,0.11021642442792653,0.12135109305381775,0.08581361919976188,27.55,14.0,1.0,0.05312502436176873
