suite,run_dir,scenario,comparison,condition_a,condition_b,metric,n_pairs,wilcoxon_stat,p_value,rank_biserial_corr,mean_diff_a_minus_b,median_diff_a_minus_b,method,p_value_holm,significant_0p05_holm
sensitivity,/home/edwardq/Documents/github/MCLPaper/research_runs_jax_pipeline/adaptive_noise_pipeline_20260227_181150/sensitivity/aggressive_suite_20260227_182049,with_collision,noise_a0p05_b0p1_g0_vs_baseline,noise_a0p05_b0p1_g0,baseline,final_step_rmse,50.0,187.0,4.028586058524297e-06,-0.7066666666666667,-0.04622602689662017,-0.006362836109474301,scipy,9.668606540458313e-05,true
sensitivity,/home/edwardq/Documents/github/MCLPaper/research_runs_jax_pipeline/adaptive_noise_pipeline_20260227_181150/sensitivity/aggressive_suite_20260227_182049,with_collision,noise_a0p05_b0p1_g0_vs_baseline,noise_a0p05_b0p1_g0,baseline,collision_peak_rmse_mean,50.0,0.0,1.7763568394002505e-15,-1.0,-0.1620681157737071,-0.03976063857807804,scipy,1.7053025658242404e-13,true
sensitivity,/home/edwardq/Documents/github/MCLPaper/research_runs_jax_pipeline/adaptive_noise_pipeline_20260227_181150/sensitivity/aggressive_suite_20260227_182049,with_collision,noise_a0p05_b0p1_g0_vs_baseline,noise_a0p05_b0p1_g0,baseline,collision_recovery_time_mean_steps,50.0,1.0,3.552713678800501e-15,-0.9984313725490196,-15.771352081145277,-15.594434957487753,scipy,1.7053025658242404e-13,true
sensitivity,/home/edwardq/Documents/github/MCLPaper/research_runs_jax_pipeline/adaptive_noise_pipeline_20260227_181150/sensitivity/aggressive_suite_20260227_182049,with_collision,noise_a0p05_b0p1_g0p6_vs_baseline,noise_a0p05_b0p1_g0p6,baseline,mean_rmse,50.0,0.0,1.7763568394002505e-15,-1.0,-0.11215389110202485,-0.014585335330599627,scipy,1.7053025658242404e-13,true
sensitivity,/home/edwardq/Documents/github/MCLPaper/research_runs_jax_pipeline/adaptive_noise_pipeline_20260227_181150/sensitivity/aggressive_suite_20260227_182049,with_collision,noise_a0p05_b0p1_g0p6_vs_baseline,noise_a0p05_b0p1_g0p6,baseline,final_step_rmse,50.0,158.0,6.78354924232849e-07,-0.7521568627450981,-0.04385015822481364,-0.006273123435676098,scipy,1.7637228030054075e-05,true
sensitivity,/home/edwardq/Documents/github/MCLPaper/research_runs_jax_pipeline/adaptive_noise_pipeline_20260227_181150/sensitivity/aggressive_suite_20260227_182049,with_collision,noise_a0p05_b0p1_g0p6_vs_baseline,noise_a0p05_b0p1_g0p6,baseline,collision_peak_rmse_mean,50.0,0.0,1.7763568394002505e-15,-1.0,-0.14622650638411436,-0.02239097034492131,scipy,1.7053025658242404e-13,true
sensitivity,/home/edwardq/Documents/github/MCLPaper/research_runs_jax_pipeline/adaptive_noise_pipeline_20260227_181150/sensitivity/aggressive_suite_20260227_182049,with_collision,noise_a0p05_b0p1_g0p6_vs_baseline,noise_a0p05_b0p1_g0p6,baseline,collision_recovery_time_mean_steps,50.0,16.0,3.0020430585864233e-13,-0.9749019607843137,-12.520876929591283,-12.834059447605744,scipy,1.0507150705052481e-11,true
sensitivity,/home/edwardq/Documents/github/MCLPaper/research_runs_jax_pipeline/adaptive_noise_pipeline_20260227_181150/sensitivity/aggressive_suite_20260227_182049,with_collision,noise_a0p1_b0p1_g0_vs_baseline,noise_a0p1_b0p1_g0,baseline,mean_rmse,50.0,0.0,1.7763568394002505e-15,-1.0,-0.11547365052043852,-0.018670541731917546,scipy,1.7053025658242404e-13,true
sensitivity,/home/edwardq/Documents/github/MCLPaper/research_runs_jax_pipeline/adaptive_noise_pipeline_20260227_181150/sensitivity/aggressive_suite_20260227_182049,with_collision,noise_a0p1_b0p1_g0_vs_baseline,noise_a0p1_b0p1_g0,baseline,final_step_rmse,50.0,184.0,3.38235121510877e-06,-0.7113725490196079,-0.04737630589865148,-0.006593031343072653,scipy,8.455878037771924e-05,true
sensitivity,/home/edwardq/Documents/github/MCLPaper/research_runs_jax_pipeline/adaptive_noise_pipeline_20260227_181150/sensitivity/aggressive_suite_20260227_182049,with_collision,noise_a0p1_b0p1_g0_vs_baseline,noise_a0p1_b0p1_g0,baseline,collision_peak_rmse_mean,50.0,0.0,1.7763568394002505e-15,-1.0,-0.16376629398108652,-0.04163928144790519,scipy,1.7053025658242404e-13,true
sensitivity,/home/edwardq/Documents/github/MCLPaper/research_runs_jax_pipeline/adaptive_noise_pipeline_20260227_181150/sensitivity/aggressive_suite_20260227_182049,with_collision,noise_a0p1_b0p1_g0_vs_baseline,noise_a0p1_b0p1_g0,baseline,collision_recovery_time_mean_steps,50.0,1.0,3.552713678800501e-15,-0.9984313725490196,-16.633243062231895,-15.99544271139241,scipy,1.7053025658242404e-13,true
sensitivity,/home/edwardq/Documents/github/MCLPaper/research_runs_jax_pipeline/adaptive_noise_pipeline_20260227_181150/sensitivity/aggressive_suite_20260227_182049,with_collision,noise_a0p1_b0p1_g0p6_vs_baseline,noise_a0p1_b0p1_g0p6,baseline,mean_rmse,50.0,0.0,1.7763568394002505e-15,-1.0,-0.11280117662429286,-0.01576684353260025,scipy,1.7053025658242404e-13,true
sensitivity,/home/edwardq/Documents/github/MCLPaper/research_runs_jax_pipeline/adaptive_noise_pipeline_20260227_181150/sensitivity/aggressive_suite_20260227_182049,with_collision,noise_a0p1_b0p1_g0p6_vs_baseline,noise_a0p1_b0p1_g0p6,baseline,final_step_rmse,50.0,153.0,4.880519277605799e-07,-0.76,-0.04469316625618376,-0.007532981690019369,scipy,1.3665453977296238e-05,true
sensitivity,/home/edwardq/Documents/github/MCLPaper/research_runs_jax_pipeline/adaptive_noise_pipeline_20260227_181150/sensitivity/aggressive_suite_20260227_182049,with_collision,noise_a0p1_b0p1_g0p6_vs_baseline,noise_a0p1_b0p1_g0p6,baseline,collision_peak_rmse_mean,50.0,0.0,1.7763568394002505e-15,-1.0,-0.147527093128854,-0.024294197912721492,scipy,1.7053025658242404e-13,true
sensitivity,/home/edwardq/Documents/github/MCLPaper/research_runs_jax_pipeline/adaptive_noise_pipeline_20260227_181150/sensitivity/aggressive_suite_20260227_182049,with_collision,noise_a0p1_b0p1_g0p6_vs_baseline,noise_a0p1_b0p1_g0p6,baseline,collision_recovery_time_mean_steps,50.0,7.0,3.375077994860476e-14,-0.9890196078431372,-13.44017670144105,-13.235107048683165,scipy,1.248778858098376e-12,true
sensitivity,/home/edwardq/Documents/github/MCLPaper/research_runs_jax_pipeline/adaptive_noise_pipeline_20260227_181150/sensitivity/aggressive_suite_20260227_182049,with_collision,noise_a0p2_b0p05_g0_vs_baseline,noise_a0p2_b0p05_g0,baseline,mean_rmse,50.0,0.0,1.7763568394002505e-15,-1.0,-0.11108423985197913,-0.014036424423791318,scipy,1.7053025658242404e-13,true
sensitivity,/home/edwardq/Documents/github/MCLPaper/research_runs_jax_pipeline/adaptive_noise_pipeline_20260227_181150/sensitivity/aggressive_suite_20260227_182049,with_collision,noise_a0p2_b0p05_g0_vs_baseline,noise_a0p2_b0p05_g0,baseline,final_step_rmse,50.0,218.0,2.191284211150446e-05,-0.6580392156862745,-0.04305113207228715,-0.005025365389883518,scipy,0.0003944311580070803,true
sensitivity,/home/edwardq/Documents/github/MCLPaper/research_runs_jax_pipeline/adaptive_noise_pipeline_20260227_181150/sensitivity/aggressive_suite_20260227_182049,with_collision,noise_a0p2_b0p05_g0_vs_baseline,noise_a0p2_b0p05_g0,baseline,collision_peak_rmse_mean,50.0,0.0,1.7763568394002505e-15,-1.0,-0.15002877745341975,-0.026999614854554314,scipy,1.7053025658242404e-13,true
sensitivity,/home/edwardq/Documents/github/MCLPaper/research_runs_jax_pipeline/adaptive_noise_pipeline_20260227_181150/sensitivity/aggressive_suite_20260227_182049,with_collision,noise_a0p2_b0p05_g0_vs_baseline,noise_a0p2_b0p05_g0,baseline,collision_recovery_time_mean_steps,50.0,26.0,1.8989254613188677e-12,-0.9592156862745098,-11.188949631691308,-11.510401595934697,scipy,6.45634656848415e-11,true
sensitivity,/home/edwardq/Documents/github/MCLPaper/research_runs_jax_pipeline/adaptive_noise_pipeline_20260227_181150/sensitivity/aggressive_suite_20260227_182049,with_collision,noise_a0p2_b0p1_g0_vs_baseline,noise_a0p2_b0p1_g0,baseline,mean_rmse,50.0,0.0,1.7763568394002505e-15,-1.0,-0.11641028559466635,-0.019333893430399984,scipy,1.7053025658242404e-13,true
sensitivity,/home/edwardq/Documents/github/MCLPaper/research_runs_jax_pipeline/adaptive_noise_pipeline_20260227_181150/sensitivity/aggressive_suite_20260227_182049,with_collision,noise_a0p2_b0p1_g0_vs_baseline,noise_a0p2_b0p1_g0,baseline,final_step_rmse,50.0,216.0,1.9760169596594324e-05,-0.6611764705882353,-0.04796604425879195,-0.007446110714226961,scipy,0.00037544322233529215,true
sensitivity,/home/edwardq/Documents/github/MCLPaper/research_runs_jax_pipeline/adaptive_noise_pipeline_20260227_181150/sensitivity/aggressive_suite_20260227_182049,with_collision,noise_a0p2_b0p1_g0_vs_baseline,noise_a0p2_b0p1_g0,baseline,collision_peak_rmse_mean,50.0,0.0,1.7763568394002505e-15,-1.0,-0.1667133285946139,-0.043822202353799806,scipy,1.7053025658242404e-13,true
sensitivity,/home/edwardq/Documents/github/MCLPaper/research_runs_jax_pipeline/adaptive_noise_pipeline_20260227_181150/sensitivity/aggressive_suite_20260227_182049,with_collision,noise_a0p2_b0p1_g0_vs_baseline,noise_a0p2_b0p1_g0,baseline,collision_recovery_time_mean_steps,50.0,1.0,3.552713678800501e-15,-0.9984313725490196,-18.334693972169617,-18.49541703519096,scipy,1.7053025658242404e-13,true
sensitivity,/home/edwardq/Documents/github/MCLPaper/research_runs_jax_pipeline/adaptive_noise_pipeline_20260227_181150/sensitivity/aggressive_suite_20260227_182049,with_collision,noise_a0p2_b0p1_g0p6_vs_baseline,noise_a0p2_b0p1_g0p6,baseline,mean_rmse,50.0,0.0,1.7763568394002505e-15,-1.0,-0.11383362931657032,-0.016950327771127923,scipy,1.7053025658242404e-13,true
sensitivity,/home/edwardq/Documents/github/MCLPaper/research_runs_jax_pipeline/adaptive_noise_pipeline_20260227_181150/sensitivity/aggressive_suite_20260227_182049,with_collision,noise_a0p2_b0p1_g0p6_vs_baseline,noise_a0p2_b0p1_g0p6,baseline,final_step_rmse,50.0,223.0,2.82830745792495e-05,-0.6501960784313725,-0.04665038567152806,-0.008136022370308638,scipy,0.000452529193267992,true
sensitivity,/home/edwardq/Documents/github/MCLPaper/research_runs_jax_pipeline/adaptive_noise_pipeline_20260227_181150/sensitivity/aggressive_suite_20260227_182049,with_collision,noise_a0p2_b0p1_g0p6_vs_baseline,noise_a0p2_b0p1_g0p6,baseline,collision_peak_rmse_mean,50.0,0.0,1.7763568394002505e-15,-1.0,-0.1495710117479859,-0.026396343981786363,scipy,1.7053025658242404e-13,true
sensitivity,/home/edwardq/Documents/github/MCLPaper/research_runs_jax_pipeline/adaptive_noise_pipeline_20260227_181150/sensitivity/aggressive_suite_20260227_182049,with_collision,noise_a0p2_b0p1_g0p6_vs_baseline,noise_a0p2_b0p1_g0p6,baseline,collision_recovery_time_mean_steps,50.0,1.0,3.552713678800501e-15,-0.9984313725490196,-15.028271880729413,-15.432739409371852,scipy,1.7053025658242404e-13,true
